Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,68,Yes,0,10,72,None,Yes,15.82,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,5682.25,0,0,1139.04,6821.29
Female,64,No,0,0,14,None,Yes,29.3,No,Yes,Fiber Optic,26,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.3,1180.95,0,10,410.2,1601.15
Male,71,Yes,0,0,10,None,Yes,16.88,Yes,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,914.3,0,0,168.8,1083.1
Male,23,Yes,0,8,72,None,Yes,6.09,Yes,Yes,DSL,41,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66.5,4811.6,45.61,0,438.48,5204.47
Male,34,No,2,0,9,Offer E,Yes,27.64,No,Yes,Cable,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,484.05,0,0,248.76,732.81
Female,57,No,0,0,45,Offer B,Yes,37.39,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0,0,1682.55,5301.25
Female,25,Yes,0,4,64,None,Yes,14.78,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.45,1225.65,0,0,945.92,2171.57
Male,21,No,0,0,2,Offer E,No,,,Yes,DSL,51,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,90.35,0,0,0,90.35
Male,77,Yes,0,5,64,None,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,5017.7,0,0,951.68,5969.38
Female,35,No,0,0,39,None,No,,,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,1597.05,0,0,0,1597.05
Female,25,Yes,0,7,1,Offer E,Yes,40.63,No,Yes,DSL,52,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45,45,0,10,40.63,95.63
Female,46,No,0,0,7,Offer E,Yes,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13
Female,31,No,0,0,58,Offer B,Yes,38.62,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.35,1423.85,0,0,2239.96,3663.81
Male,75,Yes,0,0,4,None,Yes,10.61,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.4,306.6,0,20,42.44,369.04
Female,51,No,0,0,3,Offer E,Yes,22.56,Yes,Yes,Cable,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,50.65,151.3,0,0,67.68,218.98
Male,32,No,0,0,1,None,Yes,14.02,Yes,Yes,Fiber Optic,2,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,74.35,0,0,14.02,88.37
Male,22,No,0,0,72,None,Yes,48.36,Yes,Yes,DSL,71,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,86.05,6309.65,0,20,3481.92,9811.57
Male,68,Yes,0,8,43,Offer B,Yes,31.25,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101,4388.4,0,150,1343.75,5882.15
Female,72,No,0,0,1,Offer E,Yes,34.51,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,34.51,104.11
Male,43,Yes,0,1,68,None,Yes,49.51,No,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,100.3,6754.35,0,90,3366.68,10211.03
Male,34,Yes,1,9,38,None,Yes,24.22,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,101.15,3956.7,0,0,920.36,4877.06
Female,62,Yes,1,3,55,None,Yes,3.18,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.3,1079.05,0,0,174.9,1253.95
Male,60,No,0,0,1,None,Yes,17.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0,0,17.54,89.19
Female,58,Yes,0,1,8,None,Yes,29,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,764.95,0,0,232,996.95
Female,41,No,0,0,33,None,Yes,10.28,Yes,Yes,Cable,7,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.4,1952.8,0,0,339.24,2292.04
Female,37,Yes,3,1,57,None,Yes,32.37,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,5611.7,0,0,1845.09,7456.79
Female,53,Yes,0,1,42,None,Yes,34.02,No,Yes,Fiber Optic,18,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.95,3384,0,0,1428.84,4812.84
Female,57,Yes,1,3,15,None,Yes,37.9,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,284.3,0,0,568.5,852.8
Female,41,No,0,0,8,Offer E,Yes,15.86,No,No,,,,,,,,,,,Two Year,No,Mailed Check,20.25,174.65,0,0,126.88,301.53
Male,26,No,0,0,4,Offer E,Yes,34.69,No,Yes,DSL,47,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.75,245.15,0,0,138.76,383.91
Female,60,No,0,0,62,None,Yes,6.05,Yes,Yes,DSL,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,84.5,5193.2,0,0,375.1,5568.3
Male,55,No,0,0,25,None,Yes,5.27,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0,0,131.75,2580.5
Male,34,No,0,0,1,Offer E,Yes,29.15,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.45,19.45,0,0,29.15,48.6
Male,73,Yes,1,8,68,None,Yes,35.14,No,No,,,,,,,,,,,One Year,No,Bank Withdrawal,19.5,1193.55,0,0,2389.52,3583.07
Male,22,Yes,0,2,34,Offer C,Yes,23.09,Yes,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.05,3480,0,20,785.06,4285.06
Female,45,No,0,0,72,Offer A,Yes,8.48,Yes,Yes,Fiber Optic,22,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,0,0,610.56,6795.71
Male,80,No,0,0,21,None,Yes,34.62,No,Yes,DSL,14,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0,0,727.02,1963.17
Female,49,Yes,2,9,55,Offer B,Yes,36.41,No,Yes,DSL,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.7,3131.8,34.16,0,2002.55,5100.19
Male,64,Yes,1,10,42,Offer B,Yes,16.67,Yes,Yes,Cable,17,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0,0,700.14,3758.44
Male,40,Yes,0,8,67,Offer A,Yes,31.41,No,Yes,Fiber Optic,23,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,6733.15,0,0,2104.47,8837.62
Female,53,No,0,0,41,None,Yes,31.62,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.65,835.15,0,0,1296.42,2131.57
Male,19,No,0,0,26,Offer C,Yes,49.87,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.65,2208.75,0,0,1296.62,3505.37
Male,49,Yes,0,7,4,Offer E,Yes,10.13,Yes,Yes,DSL,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,250.1,0,0,40.52,290.62
Female,52,No,0,0,66,None,No,,,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4136.4,0,0,0,4136.4
Female,21,Yes,1,1,15,None,Yes,29.55,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.25,394.85,0,0,443.25,838.1
Female,41,No,0,0,63,Offer B,Yes,40.34,No,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817,0,0,2541.42,8358.42
Male,75,Yes,0,10,59,None,Yes,4.21,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95,4903.15,0,0,248.39,5151.54
Female,37,No,0,0,25,Offer C,No,,,Yes,Cable,29,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.2,1423.15,0,0,0,1423.15
Male,26,No,0,0,4,None,Yes,22.54,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.4,93.4,0,0,90.16,183.56
Male,34,No,0,0,2,None,Yes,16.76,No,Yes,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,167.3,0,0,33.52,200.82
Male,42,No,0,0,69,None,Yes,47.43,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0,0,3272.67,9594.77
Male,79,No,0,0,5,None,Yes,4.59,No,Yes,Fiber Optic,11,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0,0,22.95,472.7
Male,48,No,2,0,66,Offer A,Yes,12.48,No,Yes,DSL,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.5,5196.1,0,0,823.68,6019.78
Male,47,Yes,0,1,6,None,Yes,26.91,No,Yes,Fiber Optic,6,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55,477.55,0,0,161.46,639.01
Male,37,Yes,3,1,28,None,Yes,13.19,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2,2568.15,0,0,369.32,2937.47
Female,75,Yes,1,8,57,None,Yes,28.25,No,Yes,Fiber Optic,15,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,0,0,1610.25,7177.7
Male,44,No,0,0,22,Offer D,Yes,10.33,Yes,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,2317.1,0,0,227.26,2544.36
Female,62,Yes,0,0,49,None,Yes,29.18,No,No,,,,,,,,,,,One Year,No,Credit Card,20.7,1032.05,0,0,1429.82,2461.87
Female,76,Yes,3,8,65,Offer B,Yes,1.58,Yes,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.9,6767.1,0,0,102.7,6869.8
Male,55,No,0,0,2,None,Yes,42.16,No,Yes,Cable,2,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,189.2,0,0,84.32,273.52
Female,56,No,0,0,42,Offer B,Yes,20.27,Yes,Yes,DSL,15,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,78.45,3373.4,0,0,851.34,4224.74
Male,24,Yes,0,0,61,Offer B,Yes,46.76,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.55,1305.95,0,0,2852.36,4158.31
Male,62,Yes,0,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0,0,933.4,3004
Male,51,No,0,0,10,Offer D,Yes,19.1,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,20,198.6,0,0,191,389.6
Female,53,No,0,0,67,None,Yes,16.72,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.6,1790.35,46.06,0,1120.24,2864.53
Male,58,Yes,0,5,10,None,Yes,43.28,No,Yes,Fiber Optic,12,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,990.9,0,0,432.8,1423.7
Male,62,No,0,0,4,None,Yes,42.44,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0,0,169.76,488.66
Female,72,No,0,0,66,None,Yes,45.59,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0,140,3008.94,8373.29
Male,24,No,3,0,1,Offer E,Yes,43.05,Yes,Yes,DSL,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.05,50.05,0,0,43.05,93.1
Male,62,Yes,3,1,2,None,Yes,5.67,Yes,Yes,DSL,53,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0,0,11.34,124.89
Female,40,Yes,1,5,37,None,Yes,44.68,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.1,861.85,0,0,1653.16,2515.01
Female,77,No,0,0,35,None,No,,,Yes,Cable,26,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,0,0,0,1434.6
Female,41,No,0,0,72,Offer A,Yes,19.6,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405,0,0,1411.2,9816.2
Female,56,No,0,0,8,None,Yes,10.91,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0,0,87.28,456.58
Male,57,No,0,0,19,None,Yes,29.55,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.7,1495.1,26.84,0,561.45,2029.71
Male,46,No,0,0,20,Offer D,Yes,29.12,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.6,356.15,0,0,582.4,938.55
Female,36,No,0,0,38,None,Yes,46.18,Yes,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63
Male,45,No,0,0,57,None,Yes,19.69,No,No,,,,,,,,,,,Two Year,No,Credit Card,18.8,1094.35,0,0,1122.33,2216.68
Male,32,Yes,2,1,38,None,Yes,25.84,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,94.9,3616.25,0,0,981.92,4598.17
Male,32,Yes,3,10,67,None,Yes,11.31,Yes,Yes,Fiber Optic,57,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,0,0,757.77,7643.52
Male,62,No,0,0,22,None,Yes,37.11,No,Yes,DSL,15,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,55.1,1253.15,0,0,816.42,2069.57
Female,32,Yes,0,0,57,Offer B,Yes,12.19,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,5497.05,0,0,694.83,6191.88
Female,61,Yes,3,8,72,Offer A,Yes,17.21,No,Yes,Cable,53,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.35,5237.4,0,50,1239.12,6526.52
Male,40,Yes,0,0,70,None,Yes,43.46,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,79.4,5528.9,0,0,3042.2,8571.1
Male,80,No,0,0,1,None,Yes,39.88,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0,0,39.88,113.53
Female,36,No,0,0,13,Offer D,Yes,28.45,No,Yes,DSL,30,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,0,0,369.85,1212.1
Male,56,Yes,3,3,62,None,Yes,40.66,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0,0,2520.92,9679.97
Female,30,No,0,0,5,Offer E,Yes,10.11,No,Yes,Fiber Optic,69,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0,0,50.55,512.25
Female,71,No,0,0,5,None,Yes,30.05,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0,0,150.25,468.75
Female,30,No,0,0,31,None,Yes,38.78,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,0,0,1202.18,3429.98
Male,67,No,0,0,18,None,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0,0,698.22,2109.87
Female,76,No,0,0,64,None,Yes,22.86,Yes,Yes,Fiber Optic,24,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0,0,1463.04,8574.34
Female,66,No,0,0,42,None,Yes,27,Yes,Yes,Cable,30,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,0,0,1134,3555.75
Male,62,No,0,0,30,Offer C,Yes,7.19,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,2820.65,0,0,215.7,3036.35
Male,47,No,0,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0,130,34.01,1588.51
Female,63,Yes,0,7,65,None,Yes,19.99,No,Yes,DSL,26,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.15,3673.15,0,0,1299.35,4972.5
Male,28,No,0,0,18,Offer D,Yes,38.73,No,No,,,,,,,,,,,One Year,No,Credit Card,20.1,401.85,0,0,697.14,1098.99
Female,69,No,0,0,13,Offer D,Yes,7.22,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0,0,93.86,1401.96
Female,40,No,0,0,41,None,Yes,37.46,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.75,806.95,0,0,1535.86,2342.81
Female,61,Yes,3,9,54,None,Yes,23.02,Yes,Yes,Cable,21,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3246.45,0,0,1243.08,4489.53
Male,20,No,0,0,32,None,Yes,36.78,No,No,,,,,,,,,,,One Year,No,Credit Card,-6,707.5,0,0,1176.96,1884.46
Male,50,Yes,0,8,72,None,Yes,27.59,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,0,0,1986.48,10318.63
Male,35,Yes,2,10,59,Offer B,Yes,18.75,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.5,1147.85,0,0,1106.25,2254.1
Female,61,No,0,0,25,Offer C,Yes,19.75,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,24.75,692.1,0,0,493.75,1185.85
Male,74,Yes,0,1,15,None,Yes,45.25,Yes,Yes,Cable,22,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0,0,678.75,2024.3
Female,42,No,0,0,14,Offer D,Yes,18.74,No,Yes,Cable,20,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0,0,262.36,1288.31
Male,61,Yes,2,6,52,Offer B,Yes,49.51,Yes,No,,,,,,,,,,,Two Year,No,Mailed Check,25.75,1345.85,0,0,2574.52,3920.37
Male,21,No,0,0,61,Offer B,Yes,36.05,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0,0,2199.05,8499.2
Female,58,Yes,0,1,54,Offer B,Yes,32.72,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.05,1102.4,0,0,1766.88,2869.28
Female,22,No,0,0,8,None,Yes,17.3,Yes,Yes,Fiber Optic,41,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0,0,138.4,770.6
Male,36,No,0,0,3,Offer E,Yes,44.42,No,Yes,Cable,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,0,0,133.26,339.41
Female,51,No,0,0,14,Offer D,Yes,1.69,No,Yes,Fiber Optic,21,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0,0,23.66,1135.96
Male,31,No,0,0,72,Offer A,Yes,23.43,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.8,1521.2,0,0,1686.96,3208.16
Male,62,No,0,0,35,Offer C,Yes,39.87,Yes,Yes,Fiber Optic,23,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,0,130,1395.45,4928.85
Male,21,Yes,0,4,66,None,Yes,7.67,Yes,Yes,DSL,69,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0,0,506.22,4770.82
Male,41,Yes,0,7,48,Offer B,Yes,38.82,Yes,Yes,Cable,8,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.55,3420.5,0,0,1863.36,5283.86
Female,79,Yes,3,6,48,None,Yes,13.4,No,Yes,Fiber Optic,75,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,0,0,643.2,5711.25
Male,34,Yes,0,1,21,Offer D,Yes,17.57,Yes,Yes,Cable,14,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,18.39,80,368.97,2055.58
Male,37,No,0,0,1,Offer E,Yes,43.82,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.45,20.45,0,0,43.82,64.27
Female,20,Yes,3,3,67,None,Yes,20.41,Yes,Yes,Fiber Optic,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,112.35,7388.45,0,0,1367.47,8755.92
Female,50,No,0,0,1,None,Yes,11.96,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.8,19.8,0,0,11.96,31.76
Male,24,Yes,0,4,7,Offer E,Yes,36.14,No,Yes,DSL,85,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0,0,252.98,584.28
Male,49,No,0,0,17,Offer D,Yes,34.98,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,0,0,594.66,2206.86
Male,37,Yes,0,1,40,Offer B,Yes,29.46,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,4178.65,47.02,0,1178.4,5310.03
Male,23,No,0,0,24,None,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,2836.33
Male,51,Yes,0,8,69,Offer A,Yes,33.37,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,0,0,2302.53,9619.63
Male,77,Yes,0,7,72,None,Yes,5.51,No,Yes,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,6141.65,0,0,396.72,6538.37
Female,57,No,0,0,1,Offer E,Yes,33.02,No,No,,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.5,19.5,0,0,33.02,52.52
Female,40,No,0,0,36,None,Yes,25.95,Yes,Yes,DSL,21,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,1893.5,0,0,934.2,2827.7
Female,37,Yes,2,1,47,None,No,,,Yes,DSL,25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,60,2768.65,0,0,0,2768.65
Male,48,No,0,0,16,None,Yes,24.79,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.75,294.9,0,0,396.64,691.54
Male,27,No,0,0,17,None,Yes,47.79,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.65,351.55,0,0,812.43,1163.98
Female,54,Yes,1,9,38,None,Yes,26.84,No,No,,,,,,,,,,,Two Year,Yes,Credit Card,20.2,746.05,0,0,1019.92,1765.97
Male,65,No,0,0,1,None,Yes,42.3,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0,0,42.3,121.4
Female,78,Yes,0,0,72,None,Yes,25.77,Yes,Yes,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0,0,1855.44,8295.69
Male,51,No,0,0,50,Offer B,No,,,Yes,DSL,20,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35,1782.4,0,0,0,1782.4
Female,64,No,0,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0,10,89.6,635.15
Male,60,No,0,0,67,Offer A,Yes,32.58,No,Yes,DSL,8,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,0,0,2182.86,5442.96
Female,52,Yes,3,1,38,Offer C,Yes,44.32,No,No,,,,,,,,,,,One Year,No,Credit Card,20.3,749.35,10.65,0,1684.16,2422.86
Male,24,Yes,0,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46
Female,47,No,0,0,41,Offer B,Yes,31.08,Yes,Yes,DSL,12,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,0,100,1274.28,4464.93
